title,year,set,set_B,set_C,era_f,region,imdb_id,imdb_rating,imdb_votes,log_imdb_votes,tspdt_pos,mojo_rank,log_tspdt,log_mojo,lam_z_claude_sonnet_4_6,lam_z_gpt_5_4_nano_2026_03_17,lam_z_gpt_5_4_2026_03_05,lam_z_claude_haiku_4_5,lam_z_mistral_small_3_2_24b_instruct,lam_z_mistral_large_2512,lam_z_qwen_turbo,lam_z_qwen_plus,ensemble_lam_z,cross_model_sd,ensemble_rank,director,country,language,item_label,wiki_n_languages,wiki_revisions,wiki_length_bytes,log_wiki_revisions,log_wiki_length
Coco,2017,C,0,1,2000s_plus,North America,tt2380307,8.4,706472,13.468038848332672,,106.0,,-4.663439094112067,1.2003907352713292,0.1922964879009508,0.5041084581986333,0.5176023674227748,0.2482855961414978,0.1996622024334778,0.6868928740404942,1.4401012347477853,0.6236674945196179,0.4683540135825156,54,Adrian Molina; Lee Unkrich,USA,English,Coco (2017),69,5319,103006,8.57922858233569,11.542552226067563
"Hi, Mom",2021,C,0,1,2000s_plus,East Asia,tt13364790,6.9,3690,8.213381737034572,,107.0,,-4.672828834461906,-0.8783992651591,-1.3658465023343245,-0.6281785110247468,-1.5713429518049973,-1.1553105646486854,-0.9738797722071746,0.543197108008735,-0.850329241993297,-0.8600112126454487,0.6420059849860561,156,Jia Ling,China,Mandarin,"Hi, Mom (2021)",17,284,25556,5.652489180268651,10.14866653071095
Independence Day,1996,C,0,1,1980s_90s,North America,tt0116629,7.0,646685,13.379614592484996,,108.0,,-4.68213122712422,-0.6945123744604327,-0.6427102201462966,-0.8010857350620799,-0.2558640621370173,-0.448230133110835,-0.9957836425163326,-1.2073607461014384,-1.1076365026019563,-0.7691479270170485,0.3266702744686496,151,Roland Emmerich,USA,English,Independence Day (1996),61,6704,97575,8.810608795715778,11.488386840523074
2012,2009,C,0,1,2000s_plus,North America,tt1190080,5.9,421881,12.952478562730018,,117.0,,-4.762173934797756,-1.2130260533832844,-1.273717916332614,-1.188485464867244,-1.40825091425893,-1.2285088590554851,-1.356355046067086,-1.5833194798700665,-1.2873557277040046,-1.3173774326923395,0.1302249952452915,190,Roland Emmerich,USA,English,2012 (2009),63,8562,51090,9.055205875026193,10.841363635435306
The Matrix Reloaded,2003,C,0,1,2000s_plus,North America,tt0234215,7.2,670151,13.415258339108767,,141.0,,-4.948759890378168,-0.8310464177688853,-0.69608630568697,-1.0097417100607182,-1.3086378134822902,-1.113806377098438,-1.045488578987114,-1.1675958800297568,-1.1377216592269688,-1.0387655927926427,0.1950515003783625,168,Lana Wachowski; Lilly Wachowski,USA,English,The Matrix Reloaded (2003),53,3295,57403,8.100464891029363,10.957869266290825
Gravity,2013,C,0,1,2000s_plus,North America,tt1454468,7.7,899864,13.709998919776902,,147.0,,-4.990432586778736,-0.1270674199010255,0.055565967406349,-0.313005849488342,0.2187630650928551,-0.0603546349139779,-0.1609092011172753,0.4808385680326885,0.0815188987340635,0.0219186742306669,0.2474457321385109,99,Alfonso Cuarón,USA,English,Gravity (2013),70,4417,113472,8.393442383980062,11.639320202141803
The Amazing Spider-Man 2,2014,C,0,1,2000s_plus,North America,tt1872181,6.6,590172,13.288169298820351,,150.0,,-5.010635294096256,-1.3385110989673537,-1.192557019140631,-1.1994289600594803,-1.7305285932421768,-1.6541154368434765,-1.4094298087392765,-1.520057192937845,-1.221643411917793,-1.408283940231004,0.2092949926262455,195,Marc Webb,USA,English,The Amazing Spider-Man 2 (2014),61,5821,107740,8.669399124305569,11.587485477795312
The Wandering Earth,2019,C,0,1,2000s_plus,East Asia,tt7605074,5.9,39431,10.582307587950028,,158.0,,-5.062595033026967,-0.9912568847724452,-0.0577668169608343,-0.9783703571763076,-0.2841854339264542,-0.7764905255537004,-0.2510520520049637,0.8351073748531262,-0.8914984036906825,-0.4244391374040328,0.6257392066226571,130,Frant Gwo,China,Mandarin,The Wandering Earth (2019),27,743,37935,6.612041034833092,10.543655808305186
The Sixth Sense,1999,C,0,1,1980s_90s,North America,tt0167404,8.2,1144120,13.950146340525668,,165.0,,-5.10594547390058,0.1215350288976021,0.2815003568867338,0.0627208187784368,0.7197583660577205,1.082897076697381,0.137320417707413,0.1563934107660121,0.075976896197877,0.3297627964986471,0.3718305237381892,75,M. Night Shyamalan,USA,English,The Sixth Sense (1999),60,3161,37873,8.058960017769417,10.54202013982285
Full River Red,2023,C,0,1,2000s_plus,East Asia,tt21148018,6.4,4002,8.294549515143679,,167.0,,-5.1179938124167546,-1.1396291399284515,-0.4313994157455483,-0.9681564283302204,-1.3701635521972737,-0.5289746434358615,0.0168491310070445,-0.7572947619264946,-1.1765156769802745,-0.794410560942135,0.4611495742026366,152,Zhang Yimou,China,Mandarin,Full River Red (2023),14,191,16327,5.2574953720277815,9.70063670448968
Sing,2016,C,0,1,2000s_plus,North America,tt3470600,7.1,212643,12.267369982199694,,182.0,,-5.204006687076795,-1.1498889235296648,-1.1194390937424483,-1.1651393417904734,-0.8828406376135155,-1.116070241873906,-0.7194578940008021,-1.2642968043404372,-0.8788309693222561,-1.036995488276688,0.1865059496397354,167,Garth Jennings,USA,English,Sing (2016),54,3268,46264,8.092239406724211,10.74214101468313
Ratatouille,2007,C,0,1,2000s_plus,North America,tt0382932,8.1,943115,13.75694350539966,,190.0,,-5.247024072160486,0.9778323525373194,1.312463105001111,1.923844567804753,1.0176210693604182,0.6482350398075178,0.8138130276402515,1.1423813399524858,1.5517330001195422,1.173490437777925,0.4130407024925885,25,Jan Pinkava; Brad Bird,USA,English,Ratatouille (2007),79,7953,103655,8.981430225767635,11.548833003308646
Logan,2017,C,0,1,2000s_plus,North America,tt3315342,8.1,925529,13.738120744918607,,193.0,,-5.262690188904886,0.0473489013195989,0.3663171503486258,-0.0204497446825588,0.3554869289039295,0.1811242744692794,0.0724512633302915,1.3900080059443225,0.1401057826880352,0.3165490702901905,0.4553491416883602,78,James Mangold,USA,English,Logan (2017),54,5361,227224,8.587092318795904,12.333695994986972
The Passion of the Christ,2004,C,0,1,2000s_plus,North America,tt0335345,7.3,274281,12.521908407300945,,199.0,,-5.293304824724492,-1.1625163495003883,-0.8437845149912993,-1.1702463062135169,-1.477589445191689,-1.1741761044442522,-1.2030279539029805,-0.6343851758867508,-1.3609851899704826,-1.12833888001267,0.2703610157814994,174,Mel Gibson,USA,Aramaic; Hebrew; Latin,The Passion of the Christ (2004),55,6750,123777,8.81744592104187,11.72624491746367
The Croods,2013,C,0,1,2000s_plus,North America,tt0481499,7.1,251424,12.434896035975548,,209.0,,-5.342334251964811,-0.5871792537092791,-0.4050769626022025,-0.8258909908311488,-0.1396487778976041,-0.6187746128627605,-1.211452519406503,-0.2114316003970444,-0.5486859610951454,-0.568517584850211,0.3424753194652571,138,Kirk DeMicco; Chris Sanders,USA,English,The Croods (2013),59,2761,95328,7.923710333969237,11.465089345555336
The Hangover Part II,2011,C,0,1,2000s_plus,North America,tt1411697,6.5,577641,13.266707847421054,,210.0,,-5.3471075307174685,-1.624206611554983,-1.1472239053937578,-1.3840092456351991,-1.459034063674472,-1.1862500499134152,-1.2544178034744664,-1.511923470332274,-1.5905824378982094,-1.3947059484845972,0.1826052000787126,194,Todd Phillips,USA,English,The Hangover Part II (2011),41,2411,70408,7.788211557847076,11.162076374884272
"Monsters, Inc.",2001,C,0,1,2000s_plus,North America,tt0198781,8.1,1074579,13.887439514930689,,213.0,,-5.361292165709425,0.512196019866874,1.2897965481276743,0.4559570793527937,0.7138987718943888,0.2920536484672132,0.1659639404193887,0.3208753567897868,0.8724418321126813,0.5778978996288502,0.3681411728454048,57,David Silverman; Lee Unkrich; Pete Docter,USA,English,"Monsters, Inc. (2001)",78,7188,86836,8.88030735898387,11.37178807710346
Cars 2,2011,C,0,1,2000s_plus,North America,tt1216475,6.2,256067,12.453194407969322,,222.0,,-5.402677381872279,-1.253275973664967,-1.5040393813368895,-1.2950021514050103,-1.4385254841028108,-1.6797725709654472,-1.4877782679220333,-1.7758175815352533,-1.6491693218521812,-1.510422591598074,0.18385461078692,198,Brad Lewis; John Lasseter,USA,English,Cars 2 (2011),57,4047,104994,8.305978210967302,11.561668008958218
Armageddon,1998,C,0,1,1980s_90s,North America,tt0120591,6.7,479285,13.08005068901853,,226.0,,-5.420534999272285,-1.1964525567967097,-1.111396121948648,-1.0097417100607182,-1.1045286167929005,-1.146255105546813,-1.1785967139427658,-1.2173019626193586,-1.1868079674046208,-1.1438850943890668,0.0674062040125131,178,Michael Bay,USA,English,Armageddon (1998),49,4172,59692,8.336390480591552,10.996970039574707
The Grinch,2018,C,0,1,2000s_plus,North America,tt2709692,6.4,113739,11.641661628840428,,227.0,,-5.424950017481402,-1.1917172720576878,-1.1479550846477395,-1.1658689081366225,-1.5908749323494364,-1.1379542680367636,-1.3268690668047578,-1.281467996507755,-1.1567228107796084,-1.2499287924150462,0.1536404564464543,184,Scott Mosier; Yarrow Cheney,USA,English,The Grinch (2018),49,3097,41967,8.038512020976814,10.644662702106654
Brave,2012,C,0,1,2000s_plus,North America,tt1217209,7.1,478853,13.07914893994006,,244.0,,-5.497168225293201,-0.1973074768631774,-1.1062778671707754,-0.7179151716010843,0.0517646314378999,-0.8942114938780382,-0.8887916606215996,0.0416175473318396,-0.0348631545258532,-0.4682480807363485,0.4809699843854621,131,Mark Andrews; Steve Purcell; Brenda Chapman,USA,English,Brave (2012),71,4823,83923,8.481358738407021,11.33766690637659
The Simpsons Movie,2007,C,0,1,2000s_plus,North America,tt0462538,7.3,363394,12.803242924075928,,245.0,,-5.501258210544727,-0.4017139347642712,-1.1055466879167937,-0.2809049302577822,-0.3418047765325498,-0.1501546043408767,-0.6234178472606481,-0.422004641185723,-0.6714017315392753,-0.49961864422474,0.2981992986912172,135,David Silverman,USA,English,The Simpsons Movie (2007),66,10453,111279,9.254739959272866,11.619804826597324
The Revenant,2015,C,0,1,2000s_plus,North America,tt1663202,8.0,949410,13.763596018012072,,246.0,,-5.5053315359323625,-0.2478171807460732,0.0892002130895131,-0.2196213571812591,0.2461078378550699,-0.5425578320886698,-0.9983110121673892,0.3624477167738177,-0.2692106903417399,-0.1974702881008413,0.4409491621774899,113,Alejandro González Iñárritu,USA,English,The Revenant (2015),68,3953,100875,8.282483003730562,11.521647318782096
The Meg,2018,C,0,1,2000s_plus,North America,tt4779682,5.7,228024,12.337206165554695,,248.0,,-5.513428746164982,-1.2098691968906037,-1.133331499568103,-1.17608283698271,-1.3799295424694933,-0.9832568417131144,-1.3100199357977134,-1.2642968043404372,-1.2786468665757116,-1.2169291905422357,0.1222394445373123,181,Jon Turteltaub,USA,English,The Meg (2018),46,2007,37857,7.60489448081162,10.541597597166165
Meet the Fockers,2004,C,0,1,2000s_plus,North America,tt0290002,6.4,302424,12.61958528521764,,255.0,,-5.541263545158426,-1.1680408483625804,-0.8393974394674083,-1.179001102367306,-1.2822696397472972,-0.8836467915925208,-1.1971307580505148,-0.9958839583565854,-1.1741405330361945,-1.089938883872551,0.1620303774883515,173,Jay Roach,USA,English,Meet the Fockers (2004),44,1678,15257,7.425953657077541,9.632859234650176
The Fantastic Four: First Steps,2025,C,0,1,2000s_plus,North America,tt10676052,6.8,262222,12.476946752207589,,257.0,,-5.549076084895219,-1.143575210544303,-1.5881249955448,-1.2410142417899783,-1.6162665070572075,-1.7763641347187502,-1.4111147218399809,-2.0848990405469614,-1.68479648101338,-1.5682694166319202,0.3020512770278826,199,Matt Shakman,USA,English,The Fantastic Four: First Steps (2025),45,3126,227050,8.047829357457841,12.332929940832628
Twister,1996,C,0,1,1980s_90s,North America,tt0117998,6.6,252122,12.437668376326029,,271.0,,-5.602118820879701,-0.634532101099494,-0.020476675007761,-0.2933075581423167,-0.4345816841186359,-0.793846822165622,-0.5577062363331744,-1.0419750531214893,-1.026089893855212,-0.6003145029804632,0.3534972883664775,139,Jan de Bont,USA,English,Twister (1996),38,3589,83737,8.185907481482324,11.335448155839147
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,C,0,1,2000s_plus,East Asia,tt11032374,8.2,100565,11.51855956358732,,281.0,,-5.638354669333745,-0.0323617251205959,0.0153511084373484,-0.1911682696814448,1.117234170137058,0.0566117118185373,0.2561067913070771,1.681014525832539,0.0015557192833724,0.3630430040017364,0.6682863463251312,69,Haruo Sotozaki,Japan,Japanese,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train (2020),33,3216,76334,8.076204527239026,11.242886827691043
Home Alone,1990,C,0,1,1980s_90s,North America,tt0099785,7.8,744132,13.519973717433114,,291.0,,-5.673323267171492,-0.1396948458717494,0.0884690338355312,-0.0058584177595771,0.7119455738399448,0.0928335482260259,-0.1229986563514251,0.1582009046783613,0.1147709139511825,0.1122085068185367,0.2660458808796023,95,Chris Columbus,USA,English,Home Alone (1990),73,7073,95628,8.864181369765426,11.468231400319343
Ant-Man and the Wasp: Quantumania,2023,C,0,1,2000s_plus,North America,tt10954600,6.0,269482,12.504256876748109,,292.0,,-5.676753802268282,-1.3945453017124412,-1.150879801663667,-1.5116833562112888,-1.3047314173734024,-1.3439659626043552,-1.3066501095963043,-1.267008045208961,-1.4726169553422397,-1.3440101187140825,0.1154958657386912,191,Peyton Reed,USA,English,Ant-Man and the Wasp: Quantumania (2023),47,3441,149130,8.143807976771484,11.912580393293254
Lucy,2014,C,0,1,2000s_plus,Europe,tt2872732,6.4,578980,13.269023213644198,,304.0,,-5.717027701406222,-0.9967813836346368,-1.1435680091238487,-1.1213653610215284,-1.2930122290467387,-1.1681391317096708,-0.9325994012399156,-1.2552593347786911,-1.2105594068454202,-1.1401605321750563,0.1232617724619393,177,Luc Besson,France,English,Lucy (2014),56,2061,65422,7.631431664576905,11.088629157576872
The Eight Hundred,2020,C,0,1,2000s_plus,East Asia,tt7294150,6.7,8398,9.03574886124414,,311.0,,-5.739792912179234,-0.8783992651591,-0.3151419143624377,-1.0411130629451288,-1.4980980247633504,-1.1387088896285864,-0.4347075799817492,-1.019381379217125,-0.5708539712398915,-0.8620505109121711,0.3972596125117942,157,Guan Hu,China,Mandarin; Japanese; English,The Eight Hundred (2020),18,338,29065,5.82600010738045,10.277324385186116
Beetlejuice Beetlejuice,2024,C,0,1,2000s_plus,North America,tt2049403,6.6,174272,12.06837257603343,,318.0,,-5.762051382780177,-0.4056600053801225,-0.1645189880421811,-1.13595668794451,-1.3252399969450634,-1.1553105646486854,-0.9005860523265309,0.1202435325190286,-0.6983200295721812,-0.7081685990425308,0.517434630194226,148,Tim Burton,USA,English,Beetlejuice Beetlejuice (2024),35,2426,105514,7.794411205726601,11.566608401886413
Beauty and the Beast,1991,C,0,1,1980s_90s,North America,tt0101414,8.0,505312,13.132931339266367,,319.0,,-5.765191102784844,0.4316961793035089,-0.114067619517435,0.0853373755090584,1.1904790971787051,0.0679310356958775,0.0665540674778259,0.4582448941283239,0.5209205283888512,0.3383869447705895,0.4137357361885871,73,Kirk Wise; Gary Trousdale,USA,English,Beauty and the Beast (1991),88,8001,182601,8.98744678941718,12.11506419998554
Ocean's Eleven,2001,C,0,1,2000s_plus,North America,tt0240772,7.7,673388,13.420076965532513,,321.0,,-5.771441123130016,0.0694468967683658,0.0650712977081127,0.1108721976242764,1.0801234071026238,0.777275332009196,0.1162590039486073,-0.0252597274250797,0.1218963457834223,0.2894605941899406,0.4054779807333055,82,Steven Soderbergh,USA,English,Ocean's Eleven (2001),51,2283,33655,7.7336835707759,10.423946625270355
Tarzan,1999,C,0,1,1980s_90s,North America,tt0120855,7.3,268809,12.501756369213474,,326.0,,-5.786897381366708,-0.519306839116638,-1.175739896299049,-0.1298846966049216,0.1328223506973226,-0.7674350664518282,-0.819710223492717,-1.0817399191931711,-0.798867789871565,-0.644982760041571,0.451626592337,143,Kevin Lima; Chris Buck,USA,English,Tarzan (1999),68,3233,78124,8.081475040137052,11.266065387038704
Die Another Day,2002,C,0,1,2000s_plus,North America,tt0246460,6.1,240689,12.39126092268534,,343.0,,-5.83773044716594,-1.1230556433418764,-1.1201702729964302,-1.307404779289545,-1.411180711340596,-0.9568450859993206,-1.2864311523878509,-1.4088963173283713,-1.21530969473358,-1.2286617071771964,0.1568989964353878,182,Lee Tamahori,USA,English,Die Another Day (2002),57,3508,57145,8.163086375583214,10.95336467552236
Dances with Wolves,1990,C,0,1,1980s_90s,North America,tt0099348,8.0,310233,12.645078907045033,,352.0,,-5.863631175598097,0.1270595277597938,0.1184473832487862,-0.2312944187196444,0.244154639800626,0.0588755765940053,-0.0640266978267692,-0.0650245934967615,0.1005200502867029,0.0360889334558424,0.1486902068728103,98,Kevin Costner,USA,English,Dances with Wolves (1990),66,2614,38022,7.869019376499023,10.54594651876855
Pegasus 2,2024,C,0,1,2000s_plus,East Asia,tt30829309,6.9,1608,7.382746449738911,,353.0,,-5.8664680569332965,-1.4758343563989764,-1.723393157531438,-1.639357466787379,-2.205155720472049,-1.7152397857811132,-1.3041227399452475,-2.0541716440370257,-1.5787067181778098,-1.7119976986413796,0.2941346644755753,200,Han Han,China,Mandarin,Pegasus 2 (2024),5,103,6192,4.6443908991413725,8.731174900938061
"My People, My Homeland",2020,C,0,1,2000s_plus,East Asia,tt12363162,6.4,1250,7.1308988302963465,,355.0,,-5.872117789475416,-1.1356830693126003,-1.2700620200627049,-1.1228244937138263,-1.825258698882707,-1.1643660237505573,-0.8483537462046928,-0.8811080949224129,-0.2391255337167274,-1.0608477100707787,0.4473636472774637,169,Deng Chao; Xu Zheng; Chen Sicheng; Ning Hao; Baimei Yu; Ao Shen; Da-Mo Peng; Fei Yan,China,Mandarin,"My People, My Homeland (2020)",6,57,9344,4.060443010546419,9.142596719889664
The Mummy,1999,C,0,1,1980s_90s,North America,tt0120616,7.1,501791,13.125938977321171,,360.0,,-5.886104031450156,-0.1018125679595776,-0.9907515450416466,0.1064947995473819,0.3603699240400393,-0.4301192149070907,-0.2443123996021459,-0.8440544697192548,-0.5122670872859197,-0.3320565701160268,0.458352036512102,123,Stephen Sommers,USA,English; Arabic,The Mummy (1999),65,3084,67845,8.034306936339489,11.124995709951124
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,C,0,1,2000s_plus,North America,tt0980970,6.3,177524,12.086861090024993,,361.0,,-5.8888779583328805,-1.188560415565007,-0.8810746569443725,-1.1220949273676772,-0.8799108405318496,-1.0247610292633618,-1.228301650413547,-1.2082644930576132,-1.1757239623322475,-1.0885864969344594,0.1430454811263588,172,Michael Apted,USA,English,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),42,3256,102456,8.088561805276234,11.53719847734562
The Wolverine,2013,C,0,1,2000s_plus,North America,tt1430132,6.7,523689,13.168653275655156,,364.0,,-5.8971538676367405,-1.0465018733943623,-0.8130749863240625,-0.476428711025737,-1.084996636248461,-1.1802130771788335,-1.2527328903737618,-0.5566629376557364,-1.186016252756594,-0.9495784206196938,0.2989544845054916,161,James Mangold,USA,English; Japanese,The Wolverine (2013),49,3400,103090,8.131824785007195,11.54336737230529
Batman,1989,C,0,1,1980s_90s,North America,tt0096895,7.5,432233,12.976720073680166,,368.0,,-5.90808293816893,0.0173587646391295,0.0519100711364398,-0.056198495643864,0.2285290553650747,-0.208260466911223,-0.7396768512092555,0.2413456246464232,-0.0324880105817732,-0.062185038569881,0.3110446448752118,105,Tim Burton,USA,English,Batman (1989),56,4440,101787,8.398634855292102,11.530647497957844
The Bodyguard,1992,C,0,1,1980s_90s,North America,tt0103855,6.4,159542,11.980062489427665,,369.0,,-5.910796644040527,-0.5106254837617652,-0.5067108789056767,-0.8747719360231376,-0.8828406376135155,-0.4354015660498495,-0.993256272865276,-1.1784408435038516,-1.0094638862466525,-0.7989389381212155,0.2776362272452693,153,Mick Jackson,USA,English,The Bodyguard (1992),40,1797,85571,7.494430215031565,11.357113405816303
Uncharted,2022,C,0,1,2000s_plus,North America,tt1464335,6.3,299646,12.610357056890177,,379.0,,-5.937536205082426,-1.4411089349794857,-1.1150520182185573,-1.1658689081366225,-1.6260324973294271,-1.1221072146084874,-1.2678971082801018,-1.2227244443564065,-1.1638482426118482,-1.265579921065117,0.1797272311171922,186,Ruben Fleischer,USA,English,Uncharted (2022),44,2537,120624,7.839131648274333,11.700441838641286
Your Name.,2016,C,0,1,2000s_plus,East Asia,tt5311514,8.4,391916,12.878802810095848,,382.0,,-5.945420608606575,0.2233436507865638,0.8934973924695238,0.8229289514657835,0.9902762965982034,1.4292683873439909,0.2695860961127127,1.6864370075695865,0.5415051092375439,0.8571053614479887,0.5184902154452248,40,Makoto Shinkai,Japan,Japanese,Your Name. (2016),63,3145,111978,8.053887083618223,11.626066632696908
Snow White and the Huntsman,2012,C,0,1,2000s_plus,North America,tt1735898,6.1,314930,12.66010567089053,,395.0,,-5.978885764901122,-1.1854035590723258,-1.1296756032981938,-1.1512775812136409,-1.2949654271011828,-1.1847408067297698,-1.2746367606829196,-1.0112476566115534,-1.1741405330361945,-1.1757609909682225,0.0877905746780945,179,Rupert Sanders,USA,English,Snow White and the Huntsman (2012),45,2672,56373,7.890956716138919,10.93976333828845
Superman Returns,2006,C,0,1,2000s_plus,North America,tt0348150,6.1,302987,12.62144517928066,,403.0,,-5.998936561946683,-1.1522565658991757,-1.18816994361674,-1.188485464867244,-1.2685972533661898,-1.1356904032612956,-1.283061326186442,-1.2941204538941986,-1.1654316719079014,-1.2094766353748985,0.0628236053987985,180,Bryan Singer,USA,English,Superman Returns (2006),46,7853,99489,8.968778235137954,11.507812415583404
Live Free or Die Hard,2007,C,0,1,2000s_plus,North America,tt0337978,7.1,435780,12.984892807828269,,407.0,,-6.008813185442595,-0.8184189917981614,-0.182067290137745,-1.1301201571753174,-0.0429654742026301,0.1381108437353867,-1.1474258215797333,-0.2448702377755041,-0.8788309693222561,-0.5383235122819952,0.5115248970438165,136,Len Wiseman,USA,English,Live Free or Die Hard (2007),54,3648,48347,8.202208436436447,10.786180134979348
Monster Hunt,2015,C,0,1,2000s_plus,Global Co-production,tt3781476,6.1,6083,8.713253274320705,,409.0,,-6.013715156042801,-1.5918488325050026,-1.1362562165840304,-1.126472325444572,-1.7432243805960623,-1.1779492124033657,-1.1937609318491058,0.0768636786226485,-1.2042256896612071,-1.1371092388025872,0.5421372671132546,175,Raman Hui,China,Mandarin,Monster Hunt (2015),14,586,42850,6.375024819828096,10.665484260976488
Star Trek,2009,C,0,1,2000s_plus,North America,tt0796366,7.9,638249,13.366483768318329,,411.0,,-6.018593214496234,0.1112752452963889,-0.2069273847731272,-0.2072187292967247,-0.1113274061081673,0.0634033061449414,-0.1609092011172753,-0.0126072700386355,-0.1552037810259031,-0.0849394026148128,0.1236214302453385,107,J. J. Abrams,USA,English,Star Trek (2009),54,8683,160070,9.069237530998182,11.98337274578805
Thunderbolts*,2025,C,0,1,2000s_plus,North America,tt20969586,7.1,278018,12.535441138778138,,416.0,,-6.030685260261263,-0.9975705977578072,-1.579350844497018,-1.145441050444448,-1.4316892909122572,-1.15380132146504,-1.2055553235540373,-1.5101159764199248,-2.0196917771286507,-1.380402022772398,0.3276352331243554,193,Jake Schreier,USA,English,Thunderbolts* (2025),43,2572,184287,7.852827812281744,12.1242550303064
True Lies,1994,C,0,1,1980s_90s,North America,tt0111503,7.3,301698,12.617181796023424,,423.0,,-6.0473721790462776,-0.1270674199010255,0.0745766280098765,-0.2480744446810734,0.537134347967214,0.1637679778573577,-0.3656261428528666,0.0569812455868076,0.0656846057735306,0.0196720997199776,0.2769037649100891,100,James Cameron,USA,English,True Lies (1994),42,2089,66887,7.644919344958857,11.110774857829892
Penguins of Madagascar,2014,C,0,1,2000s_plus,North America,tt1911658,6.6,115644,11.658271785639288,,431.0,,-6.066108090103747,-1.147521281160154,-0.9366442802469912,-1.0454904610220237,-0.3242259940425545,-1.1175794850575511,-1.0446461224367618,-1.2760455147707068,-0.587479978848451,-0.9349541396981492,0.3191194937153519,160,Simon J. Smith; Eric Darnell,USA,English,Penguins of Madagascar (2014),47,2874,49967,7.96380795323145,10.81913807952286
X-Men Origins: Wolverine,2009,C,0,1,2000s_plus,North America,tt0458525,6.5,567681,13.249314920217552,,432.0,,-6.06842558824411,-1.1585702788845376,-1.138449754345976,-1.2410142417899783,-1.335005987217283,-1.3175542068905612,-1.379101372926596,-1.3121953930176904,-1.516161260983705,-1.2997565620070408,0.1220331970883565,188,Gavin Hood,USA,English,X-Men Origins: Wolverine (2009),52,7077,114374,8.864746660905409,11.647237802577822
The Golden Compass,2007,C,0,1,2000s_plus,North America,tt0385752,6.1,203730,12.224550866775946,,435.0,,-6.075346031088684,-1.179089846086964,-1.1603851319654308,-1.134497555252212,-1.1250371963645616,-1.2677491818302646,-1.50546985547943,-1.4043775825474982,-1.1725571037401412,-1.2436454316583128,0.1399501278079061,183,Chris Weitz,USA,English,The Golden Compass (2007),45,3951,72094,8.281977058867758,11.185739972740746
The Fugitive,1993,C,0,1,1980s_90s,North America,tt0106977,7.8,346439,12.755462035938102,,443.0,,-6.093569770045136,0.0773390380000683,0.0482541748665307,0.0773121457014185,0.0586008246284536,0.7282249285407218,0.0193765006581012,0.2576130698575657,0.0641011764774773,0.1663527323412922,0.2382962184715059,91,Andrew Davis,USA,English,The Fugitive (1993),45,2646,59798,7.881182202227101,10.998744217390875
My Big Fat Greek Wedding,2002,C,0,1,2000s_plus,North America,tt0259446,6.6,151282,11.926900923763192,,445.0,,-6.09807428216624,-0.8199974200445019,-0.3085613010766013,-0.4968565687179114,-0.2578172601914613,-0.5787796684961585,-0.0067396524028178,0.1337997368616474,0.0435165956287845,-0.2864294423048775,0.3336882254950455,122,Joel Zwick,USA,English,My Big Fat Greek Wedding (2002),43,1345,43315,7.204892510204673,10.67627736074827
Hello Mr. Billionaire,2018,C,0,1,2000s_plus,East Asia,tt8529186,6.2,3163,8.059276223305648,,447.0,,-6.102558594613568,-1.1554134223918564,-1.4148355123511067,-1.298649983135756,-1.5479045751516705,-1.5386583332946062,-1.213137432507207,-1.5408433729298607,-1.1701819597960612,-1.3599530739447654,0.1716130053237106,192,Da-Mo Peng; Fei Yan,China,Mandarin,Hello Mr. Billionaire (2018),4,104,8341,4.653960350157523,9.02905827475689
Die Hard with a Vengeance,1995,C,0,1,1980s_90s,North America,tt0112864,7.6,430566,12.972855901203658,,449.0,,-6.107022887742254,0.0370891177183857,0.0965120056293313,-0.0810037514129329,0.0459050372745682,0.137356222143564,0.0867730246862794,-0.5937165628588944,-0.02852943734164,-0.0374517930201673,0.2353864697693186,103,John McTiernan,USA,English,Die Hard with a Vengeance (1995),49,2648,38621,7.88193748927207,10.561577341280673
A Bug's Life,1998,C,0,1,1980s_90s,North America,tt0120623,7.2,338035,12.730904719400051,,454.0,,-6.118097198041347,-0.1838908367692832,-0.0117025239599791,-0.3677233254495234,0.3535337308494856,-0.5885897491898533,-0.6512189134222716,0.0018526812601578,-0.0261542933975601,-0.1842366537598534,0.3367545992208919,110,Andrew Stanton; John Lasseter,USA,English,A Bug's Life (1998),65,5904,82421,8.683554728631462,11.31960767055326
Ocean's Twelve,2004,C,0,1,2000s_plus,North America,tt0349903,6.5,438523,12.99116754095818,,456.0,,-6.122492809514386,-1.1743545613479422,-0.3034430462987285,-1.0243330369837,-1.311567610563956,-0.7455510402889705,-0.8365593544997616,-1.2046495052329147,-1.028465037799292,-0.953615399126908,0.3229759216892436,162,Steven Soderbergh,USA,English,Ocean's Twelve (2004),45,1724,18948,7.45298232946546,9.849506438669614
